Reference Station Name,Relationship Type,Related Station Name,Value (km/m)
S104,Within +/- 100m Elevation,S234,56.00 m
S104,Within +/- 100m Elevation,S238,5.00 m
S104,Within +/- 100m Elevation,S239,41.00 m
S104,Within +/- 100m Elevation,S44,88.00 m
S104,Within +/- 100m Elevation,S45,14.00 m
S104,Within +/- 100m Elevation,S46,17.00 m
S104,Within +/- 100m Elevation,S48,21.00 m
S104,Within +/- 100m Elevation,S49,49.00 m
S104,Within +/- 100m Elevation,S5,85.00 m
S104,Within +/- 100m Elevation,S51,38.00 m
S104,Within +/- 100m Elevation,S52,54.00 m
S104,Within +/- 100m Elevation,S53,29.00 m
S104,Within +/- 100m Elevation,S54,33.00 m
S104,Within +/- 100m Elevation,S56,49.00 m
S104,Within +/- 100m Elevation,S57,53.00 m
S104,Within +/- 100m Elevation,S6,52.00 m
S104,Within +/- 100m Elevation,S64,88.00 m
S104,Within 100km,S100,18.40 km
S104,Within 100km,S101,62.85 km
S104,Within 100km,S102,4.46 km
S104,Within 100km,S103,77.76 km
S104,Within 100km,S105,20.15 km
S104,Within 100km,S106,40.96 km
S104,Within 100km,S107,54.35 km
S104,Within 100km,S108,38.82 km
S104,Within 100km,S109,47.62 km
S104,Within 100km,S110,73.68 km
S104,Within 100km,S111,67.56 km
S104,Within 100km,S112,63.08 km
S104,Within 100km,S113,61.66 km
S104,Within 100km,S114,19.10 km
S104,Within 100km,S115,33.05 km
S104,Within 100km,S116,50.50 km
S104,Within 100km,S119,90.53 km
S104,Within 100km,S120,75.33 km
S104,Within 100km,S125,56.19 km
S104,Within 100km,S126,91.93 km
S104,Within 100km,S127,89.37 km
S104,Within 100km,S128,92.38 km
S104,Within 100km,S129,83.00 km
S104,Within 100km,S131,93.54 km
S104,Within 100km,S132,95.68 km
S104,Within 100km,S137,57.79 km
S104,Within 100km,S138,79.16 km
S104,Within 100km,S139,89.50 km
S104,Within 100km,S140,92.24 km
S104,Within 100km,S141,76.83 km
S104,Within 100km,S144,93.49 km
S104,Within 100km,S145,89.06 km
S104,Within 100km,S162,97.34 km
S104,Within 100km,S60,87.37 km
S104,Within 100km,S64,93.71 km
S104,Within 100km,S72,82.87 km
S104,Within 100km,S76,92.00 km
S104,Within 100km,S79,77.52 km
S104,Within 100km,S80,80.31 km
S104,Within 100km,S82,99.58 km
S104,Within 100km,S84,59.10 km
S104,Within 100km,S85,95.17 km
S104,Within 100km,S86,69.10 km
S104,Within 100km,S91,95.03 km
S104,Within 100km,S94,68.76 km
S104,Within 100km,S95,87.54 km
S104,Within 100km,S96,76.78 km
S104,Within 100km,S98,45.56 km
S104,Within 100km,S99,38.05 km
S104,Within 50km,S100,18.40 km
S104,Within 50km,S102,4.46 km
S104,Within 50km,S105,20.15 km
S104,Within 50km,S106,40.96 km
S104,Within 50km,S108,38.82 km
S104,Within 50km,S109,47.62 km
S104,Within 50km,S114,19.10 km
S104,Within 50km,S115,33.05 km
S104,Within 50km,S98,45.56 km
S104,Within 50km,S99,38.05 km
S105,Within +/- 100m Elevation,S100,68.00 m
S105,Within +/- 100m Elevation,S102,4.00 m
S105,Within +/- 100m Elevation,S103,71.00 m
S105,Within +/- 100m Elevation,S104,0.00 m
S105,Within +/- 100m Elevation,S106,55.00 m
S105,Within +/- 100m Elevation,S108,6.00 m
S105,Within +/- 100m Elevation,S109,78.00 m
S105,Within +/- 100m Elevation,S111,36.00 m
S105,Within +/- 100m Elevation,S114,17.00 m
S105,Within +/- 100m Elevation,S115,2.00 m
S105,Within +/- 100m Elevation,S145,77.00 m
S105,Within +/- 100m Elevation,S146,65.00 m
S105,Within +/- 100m Elevation,S15,37.00 m
S105,Within +/- 100m Elevation,S150,25.00 m
S105,Within +/- 100m Elevation,S152,25.00 m
S105,Within +/- 100m Elevation,S153,40.00 m
S105,Within +/- 100m Elevation,S155,45.00 m
S105,Within +/- 100m Elevation,S158,12.00 m
S105,Within +/- 100m Elevation,S159,35.00 m
S105,Within +/- 100m Elevation,S16,47.00 m
S105,Within +/- 100m Elevation,S160,2.00 m
S105,Within +/- 100m Elevation,S17,72.00 m
S105,Within +/- 100m Elevation,S173,77.00 m
S105,Within +/- 100m Elevation,S175,36.00 m
S105,Within +/- 100m Elevation,S176,15.00 m
S105,Within +/- 100m Elevation,S179,22.00 m
S105,Within +/- 100m Elevation,S180,88.00 m
S105,Within +/- 100m Elevation,S181,25.00 m
S105,Within +/- 100m Elevation,S182,27.00 m
S105,Within +/- 100m Elevation,S183,44.00 m
S105,Within +/- 100m Elevation,S193,29.00 m
S105,Within +/- 100m Elevation,S195,2.00 m
S105,Within +/- 100m Elevation,S196,49.00 m
S105,Within +/- 100m Elevation,S199,44.00 m
S105,Within +/- 100m Elevation,S20,36.00 m
S105,Within +/- 100m Elevation,S201,41.00 m
S105,Within +/- 100m Elevation,S202,67.00 m
S105,Within +/- 100m Elevation,S210,34.00 m
S105,Within +/- 100m Elevation,S212,19.00 m
S105,Within +/- 100m Elevation,S214,7.00 m
S105,Within +/- 100m Elevation,S216,40.00 m
S105,Within +/- 100m Elevation,S217,8.00 m
S105,Within +/- 100m Elevation,S219,56.00 m
S105,Within +/- 100m Elevation,S229,7.00 m
S105,Within +/- 100m Elevation,S230,10.00 m
S105,Within +/- 100m Elevation,S233,22.00 m
S105,Within +/- 100m Elevation,S234,56.00 m
S105,Within +/- 100m Elevation,S238,5.00 m
S105,Within +/- 100m Elevation,S239,41.00 m
S105,Within +/- 100m Elevation,S44,88.00 m
S105,Within +/- 100m Elevation,S45,14.00 m
S105,Within +/- 100m Elevation,S46,17.00 m
S105,Within +/- 100m Elevation,S48,21.00 m
S105,Within +/- 100m Elevation,S49,49.00 m
S105,Within +/- 100m Elevation,S5,85.00 m
S105,Within +/- 100m Elevation,S51,38.00 m
S105,Within +/- 100m Elevation,S52,54.00 m
S105,Within +/- 100m Elevation,S53,29.00 m
S105,Within +/- 100m Elevation,S54,33.00 m
S105,Within +/- 100m Elevation,S56,49.00 m
S105,Within +/- 100m Elevation,S57,53.00 m
S105,Within +/- 100m Elevation,S6,52.00 m
S105,Within +/- 100m Elevation,S64,88.00 m
S105,Within 100km,S100,27.42 km
S105,Within 100km,S101,44.15 km
S105,Within 100km,S102,23.88 km
S105,Within 100km,S103,58.63 km
S105,Within 100km,S104,20.15 km
S105,Within 100km,S106,21.78 km
S105,Within 100km,S107,68.94 km
S105,Within 100km,S108,58.94 km
S105,Within 100km,S109,65.96 km
S105,Within 100km,S110,82.08 km
S105,Within 100km,S111,87.45 km
S105,Within 100km,S112,73.21 km
S105,Within 100km,S113,48.15 km
S105,Within 100km,S114,38.47 km
S105,Within 100km,S115,13.48 km
S105,Within 100km,S116,65.58 km
S105,Within 100km,S119,81.89 km
S105,Within 100km,S120,67.68 km
S105,Within 100km,S122,95.25 km
S105,Within 100km,S123,87.02 km
S105,Within 100km,S125,46.03 km
S105,Within 100km,S126,83.58 km
S105,Within 100km,S127,84.46 km
S105,Within 100km,S128,87.77 km
S105,Within 100km,S129,70.22 km
S105,Within 100km,S131,77.93 km
S105,Within 100km,S132,87.88 km
S105,Within 100km,S134,97.03 km
S105,Within 100km,S137,51.75 km
S105,Within 100km,S138,63.67 km
S105,Within 100km,S139,85.23 km
S105,Within 100km,S140,87.29 km
S105,Within 100km,S141,67.89 km
S105,Within 100km,S144,84.70 km
S105,Within 100km,S145,69.50 km
S105,Within 100km,S146,85.17 km
S105,Within 100km,S162,77.92 km
S105,Within 100km,S72,83.00 km
S105,Within 100km,S76,92.94 km
S105,Within 100km,S79,73.66 km
S105,Within 100km,S80,78.48 km
S105,Within 100km,S82,97.85 km
S105,Within 100km,S83,98.18 km
S105,Within 100km,S84,57.28 km
S105,Within 100km,S85,99.47 km
S105,Within 100km,S86,70.23 km
S105,Within 100km,S91,97.67 km
S105,Within 100km,S94,67.67 km
S105,Within 100km,S95,96.69 km
S105,Within 100km,S96,81.37 km
S105,Within 100km,S98,51.37 km
S105,Within 100km,S99,40.18 km
S105,Within 50km,S100,27.42 km
S105,Within 50km,S101,44.15 km
S105,Within 50km,S102,23.88 km
S105,Within 50km,S104,20.15 km
S105,Within 50km,S106,21.78 km
S105,Within 50km,S113,48.15 km
S105,Within 50km,S114,38.47 km
S105,Within 50km,S115,13.48 km
S105,Within 50km,S125,46.03 km
S105,Within 50km,S99,40.18 km
S106,Within +/- 100m Elevation,S100,13.00 m
S106,Within +/- 100m Elevation,S101,70.00 m
S106,Within +/- 100m Elevation,S102,59.00 m
S106,Within +/- 100m Elevation,S103,16.00 m
S106,Within +/- 100m Elevation,S104,55.00 m
S106,Within +/- 100m Elevation,S105,55.00 m
S106,Within +/- 100m Elevation,S108,61.00 m
S106,Within +/- 100m Elevation,S109,23.00 m
S106,Within +/- 100m Elevation,S111,19.00 m
S106,Within +/- 100m Elevation,S114,72.00 m
S106,Within +/- 100m Elevation,S115,57.00 m
S106,Within +/- 100m Elevation,S145,22.00 m
S106,Within +/- 100m Elevation,S146,10.00 m
S106,Within +/- 100m Elevation,S15,18.00 m
S106,Within +/- 100m Elevation,S150,30.00 m
S106,Within +/- 100m Elevation,S151,77.00 m
S106,Within +/- 100m Elevation,S152,80.00 m
S106,Within +/- 100m Elevation,S153,15.00 m
S106,Within +/- 100m Elevation,S155,100.00 m
S106,Within +/- 100m Elevation,S158,67.00 m
S106,Within +/- 100m Elevation,S159,90.00 m
S106,Within +/- 100m Elevation,S16,8.00 m
S106,Within +/- 100m Elevation,S160,53.00 m
S106,Within +/- 100m Elevation,S162,49.00 m
S106,Within +/- 100m Elevation,S17,17.00 m
S106,Within +/- 100m Elevation,S173,22.00 m
S106,Within +/- 100m Elevation,S175,91.00 m
S106,Within +/- 100m Elevation,S176,40.00 m
S106,Within +/- 100m Elevation,S178,63.00 m
S106,Within +/- 100m Elevation,S179,77.00 m
S106,Within +/- 100m Elevation,S180,33.00 m
S106,Within +/- 100m Elevation,S181,80.00 m
S106,Within +/- 100m Elevation,S182,28.00 m
S106,Within +/- 100m Elevation,S183,99.00 m
S106,Within +/- 100m Elevation,S193,84.00 m
S106,Within +/- 100m Elevation,S195,57.00 m
S106,Within +/- 100m Elevation,S199,99.00 m
S106,Within +/- 100m Elevation,S20,19.00 m
S106,Within +/- 100m Elevation,S201,96.00 m
S106,Within +/- 100m Elevation,S202,12.00 m
S106,Within +/- 100m Elevation,S210,21.00 m
S106,Within +/- 100m Elevation,S212,74.00 m
S106,Within +/- 100m Elevation,S214,62.00 m
S106,Within +/- 100m Elevation,S216,95.00 m
S106,Within +/- 100m Elevation,S217,47.00 m
S106,Within +/- 100m Elevation,S219,1.00 m
S106,Within +/- 100m Elevation,S222,89.00 m
S106,Within +/- 100m Elevation,S229,48.00 m
S106,Within +/- 100m Elevation,S230,45.00 m
S106,Within +/- 100m Elevation,S233,77.00 m
S106,Within +/- 100m Elevation,S234,1.00 m
S106,Within +/- 100m Elevation,S238,60.00 m
S106,Within +/- 100m Elevation,S239,96.00 m
S106,Within +/- 100m Elevation,S40,76.00 m
S106,Within +/- 100m Elevation,S44,33.00 m
S106,Within +/- 100m Elevation,S45,41.00 m
S106,Within +/- 100m Elevation,S46,38.00 m
S106,Within +/- 100m Elevation,S48,34.00 m
S106,Within +/- 100m Elevation,S49,6.00 m
S106,Within +/- 100m Elevation,S5,30.00 m
S106,Within +/- 100m Elevation,S51,17.00 m
S106,Within +/- 100m Elevation,S52,1.00 m
S106,Within +/- 100m Elevation,S53,26.00 m
S106,Within +/- 100m Elevation,S54,22.00 m
S106,Within +/- 100m Elevation,S56,6.00 m
S106,Within +/- 100m Elevation,S57,2.00 m
S106,Within +/- 100m Elevation,S6,3.00 m
S106,Within +/- 100m Elevation,S64,33.00 m
S106,Within 100km,S100,41.17 km
S106,Within 100km,S101,22.39 km
S106,Within 100km,S102,45.08 km
S106,Within 100km,S103,36.92 km
S106,Within 100km,S104,40.96 km
S106,Within 100km,S105,21.78 km
S106,Within 100km,S107,81.41 km
S106,Within 100km,S108,78.93 km
S106,Within 100km,S109,82.75 km
S106,Within 100km,S110,87.28 km
S106,Within 100km,S112,80.80 km
S106,Within 100km,S113,31.73 km
S106,Within 100km,S114,59.86 km
S106,Within 100km,S115,15.85 km
S106,Within 100km,S116,78.76 km
S106,Within 100km,S118,90.62 km
S106,Within 100km,S119,68.62 km
S106,Within 100km,S120,56.46 km
S106,Within 100km,S122,75.83 km
S106,Within 100km,S123,65.81 km
S106,Within 100km,S124,82.65 km
S106,Within 100km,S125,34.42 km
S106,Within 100km,S126,70.55 km
S106,Within 100km,S127,75.14 km
S106,Within 100km,S128,78.60 km
S106,Within 100km,S129,53.04 km
S106,Within 100km,S131,57.78 km
S106,Within 100km,S132,75.23 km
S106,Within 100km,S134,88.35 km
S106,Within 100km,S135,93.44 km
S106,Within 100km,S136,88.42 km
S106,Within 100km,S137,44.35 km
S106,Within 100km,S138,43.95 km
S106,Within 100km,S139,76.55 km
S106,Within 100km,S140,77.75 km
S106,Within 100km,S141,55.18 km
S106,Within 100km,S144,71.14 km
S106,Within 100km,S145,48.11 km
S106,Within 100km,S146,64.51 km
S106,Within 100km,S157,93.02 km
S106,Within 100km,S162,56.39 km
S106,Within 100km,S72,79.27 km
S106,Within 100km,S76,89.51 km
S106,Within 100km,S79,66.24 km
S106,Within 100km,S80,72.94 km
S106,Within 100km,S82,91.28 km
S106,Within 100km,S83,90.92 km
S106,Within 100km,S84,53.91 km
S106,Within 100km,S85,99.35 km
S106,Within 100km,S86,68.61 km
S106,Within 100km,S90,98.93 km
S106,Within 100km,S91,95.84 km
S106,Within 100km,S94,63.88 km
S106,Within 100km,S96,82.56 km
S106,Within 100km,S98,56.91 km
S106,Within 100km,S99,44.36 km
S106,Within 50km,S100,41.17 km
S106,Within 50km,S101,22.39 km
S106,Within 50km,S102,45.08 km
S106,Within 50km,S103,36.92 km
S106,Within 50km,S104,40.96 km
S106,Within 50km,S105,21.78 km
S106,Within 50km,S113,31.73 km
S106,Within 50km,S115,15.85 km
S106,Within 50km,S125,34.42 km
S106,Within 50km,S137,44.35 km
S106,Within 50km,S138,43.95 km
S106,Within 50km,S145,48.11 km
S106,Within 50km,S99,44.36 km
S107,Within +/- 100m Elevation,S128,63.00 m
S107,Within +/- 100m Elevation,S140,75.00 m
S107,Within +/- 100m Elevation,S147,72.00 m
S107,Within +/- 100m Elevation,S163,76.00 m
S107,Within +/- 100m Elevation,S169,76.00 m
S107,Within +/- 100m Elevation,S185,46.00 m
S107,Within +/- 100m Elevation,S189,70.00 m
S107,Within +/- 100m Elevation,S205,81.00 m
S107,Within +/- 100m Elevation,S224,6.00 m
S107,Within +/- 100m Elevation,S226,57.00 m
S107,Within +/- 100m Elevation,S33,21.00 m
S107,Within +/- 100m Elevation,S4,78.00 m
S107,Within +/- 100m Elevation,S8,80.00 m
S107,Within +/- 100m Elevation,S81,79.00 m
S107,Within +/- 100m Elevation,S86,73.00 m
S107,Within 100km,S100,41.67 km
S107,Within 100km,S101,96.89 km
S107,Within 100km,S102,54.32 km
S107,Within 100km,S104,54.35 km
S107,Within 100km,S105,68.94 km
S107,Within 100km,S106,81.41 km
S107,Within 100km,S108,39.51 km
S107,Within 100km,S109,20.07 km
S107,Within 100km,S110,30.72 km
S107,Within 100km,S111,43.54 km
S107,Within 100km,S112,19.30 km
S107,Within 100km,S113,81.44 km
S107,Within 100km,S114,52.26 km
S107,Within 100km,S115,81.99 km
S107,Within 100km,S116,4.23 km
S107,Within 100km,S119,88.93 km
S107,Within 100km,S120,75.51 km
S107,Within 100km,S125,70.40 km
S107,Within 100km,S126,89.16 km
S107,Within 100km,S127,77.92 km
S107,Within 100km,S128,79.30 km
S107,Within 100km,S129,94.68 km
S107,Within 100km,S132,90.55 km
S107,Within 100km,S134,83.35 km
S107,Within 100km,S137,61.75 km
S107,Within 100km,S138,99.56 km
S107,Within 100km,S139,76.31 km
S107,Within 100km,S140,80.17 km
S107,Within 100km,S141,79.86 km
S107,Within 100km,S144,91.58 km
S107,Within 100km,S58,91.57 km
S107,Within 100km,S59,64.85 km
S107,Within 100km,S60,33.93 km
S107,Within 100km,S62,84.46 km
S107,Within 100km,S63,63.46 km
S107,Within 100km,S64,64.73 km
S107,Within 100km,S66,95.12 km
S107,Within 100km,S69,64.68 km
S107,Within 100km,S72,59.77 km
S107,Within 100km,S73,79.49 km
S107,Within 100km,S74,91.92 km
S107,Within 100km,S76,64.09 km
S107,Within 100km,S79,66.99 km
S107,Within 100km,S80,63.37 km
S107,Within 100km,S81,53.04 km
S107,Within 100km,S82,77.08 km
S107,Within 100km,S83,79.53 km
S107,Within 100km,S84,52.12 km
S107,Within 100km,S85,57.73 km
S107,Within 100km,S86,48.76 km
S107,Within 100km,S90,72.57 km
S107,Within 100km,S91,61.90 km
S107,Within 100km,S92,66.39 km
S107,Within 100km,S93,75.86 km
S107,Within 100km,S94,54.56 km
S107,Within 100km,S95,39.71 km
S107,Within 100km,S96,43.50 km
S107,Within 100km,S98,30.84 km
S107,Within 100km,S99,40.71 km
S107,Within 50km,S100,41.67 km
S107,Within 50km,S108,39.51 km
S107,Within 50km,S109,20.07 km
S107,Within 50km,S110,30.72 km
S107,Within 50km,S111,43.54 km
S107,Within 50km,S112,19.30 km
S107,Within 50km,S116,4.23 km
S107,Within 50km,S60,33.93 km
S107,Within 50km,S86,48.76 km
S107,Within 50km,S95,39.71 km
S107,Within 50km,S96,43.50 km
S107,Within 50km,S98,30.84 km
S107,Within 50km,S99,40.71 km
S108,Within +/- 100m Elevation,S100,74.00 m
S108,Within +/- 100m Elevation,S102,2.00 m
S108,Within +/- 100m Elevation,S103,77.00 m
S108,Within +/- 100m Elevation,S104,6.00 m
S108,Within +/- 100m Elevation,S105,6.00 m
S108,Within +/- 100m Elevation,S106,61.00 m
S108,Within +/- 100m Elevation,S109,84.00 m
S108,Within +/- 100m Elevation,S111,42.00 m
S108,Within +/- 100m Elevation,S114,11.00 m
S108,Within +/- 100m Elevation,S115,4.00 m
S108,Within +/- 100m Elevation,S145,83.00 m
S108,Within +/- 100m Elevation,S146,71.00 m
S108,Within +/- 100m Elevation,S15,43.00 m
S108,Within +/- 100m Elevation,S150,31.00 m
S108,Within +/- 100m Elevation,S152,19.00 m
S108,Within +/- 100m Elevation,S153,46.00 m
S108,Within +/- 100m Elevation,S155,39.00 m
S108,Within +/- 100m Elevation,S158,6.00 m
S108,Within +/- 100m Elevation,S159,29.00 m
S108,Within +/- 100m Elevation,S16,53.00 m
S108,Within +/- 100m Elevation,S160,8.00 m
S108,Within +/- 100m Elevation,S17,78.00 m
S108,Within +/- 100m Elevation,S173,83.00 m
S108,Within +/- 100m Elevation,S175,30.00 m
S108,Within +/- 100m Elevation,S176,21.00 m
S108,Within +/- 100m Elevation,S179,16.00 m
S108,Within +/- 100m Elevation,S180,94.00 m
S108,Within +/- 100m Elevation,S181,19.00 m
S108,Within +/- 100m Elevation,S182,33.00 m
S108,Within +/- 100m Elevation,S183,38.00 m
S108,Within +/- 100m Elevation,S193,23.00 m
S108,Within +/- 100m Elevation,S195,4.00 m
S108,Within +/- 100m Elevation,S196,43.00 m
S108,Within +/- 100m Elevation,S199,38.00 m
S108,Within +/- 100m Elevation,S20,42.00 m
S108,Within +/- 100m Elevation,S201,35.00 m
S108,Within +/- 100m Elevation,S202,73.00 m
S108,Within +/- 100m Elevation,S210,40.00 m
S108,Within +/- 100m Elevation,S212,13.00 m
S108,Within +/- 100m Elevation,S214,1.00 m
S108,Within +/- 100m Elevation,S216,34.00 m
S108,Within +/- 100m Elevation,S217,14.00 m
S108,Within +/- 100m Elevation,S219,62.00 m
S108,Within +/- 100m Elevation,S229,13.00 m
S108,Within +/- 100m Elevation,S230,16.00 m
S108,Within +/- 100m Elevation,S233,16.00 m
S108,Within +/- 100m Elevation,S234,62.00 m
S108,Within +/- 100m Elevation,S238,1.00 m
S108,Within +/- 100m Elevation,S239,35.00 m
S108,Within +/- 100m Elevation,S44,94.00 m
S108,Within +/- 100m Elevation,S45,20.00 m
S108,Within +/- 100m Elevation,S46,23.00 m
S108,Within +/- 100m Elevation,S48,27.00 m
S108,Within +/- 100m Elevation,S49,55.00 m
S108,Within +/- 100m Elevation,S5,91.00 m
S108,Within +/- 100m Elevation,S51,44.00 m
S108,Within +/- 100m Elevation,S52,60.00 m
S108,Within +/- 100m Elevation,S53,35.00 m
S108,Within +/- 100m Elevation,S54,39.00 m
S108,Within +/- 100m Elevation,S56,55.00 m
S108,Within +/- 100m Elevation,S57,59.00 m
S108,Within +/- 100m Elevation,S6,58.00 m
S108,Within +/- 100m Elevation,S64,94.00 m
S108,Within 100km,S100,41.64 km
S108,Within 100km,S101,99.90 km
S108,Within 100km,S102,35.56 km
S108,Within 100km,S104,38.82 km
S108,Within 100km,S105,58.94 km
S108,Within 100km,S106,78.93 km
S108,Within 100km,S107,39.51 km
S108,Within 100km,S109,20.70 km
S108,Within 100km,S110,69.46 km
S108,Within 100km,S111,29.33 km
S108,Within 100km,S112,57.45 km
S108,Within 100km,S113,93.42 km
S108,Within 100km,S114,23.46 km
S108,Within 100km,S115,71.82 km
S108,Within 100km,S116,35.63 km
S108,Within 100km,S120,98.56 km
S108,Within 100km,S125,84.91 km
S108,Within 100km,S137,81.39 km
S108,Within 100km,S59,92.23 km
S108,Within 100km,S60,62.87 km
S108,Within 100km,S62,97.64 km
S108,Within 100km,S63,77.12 km
S108,Within 100km,S64,55.07 km
S108,Within 100km,S69,77.30 km
S108,Within 100km,S72,93.14 km
S108,Within 100km,S76,99.62 km
S108,Within 100km,S79,95.00 km
S108,Within 100km,S80,94.22 km
S108,Within 100km,S81,91.89 km
S108,Within 100km,S84,76.71 km
S108,Within 100km,S85,96.05 km
S108,Within 100km,S86,79.94 km
S108,Within 100km,S91,99.13 km
S108,Within 100km,S94,83.30 km
S108,Within 100km,S95,79.20 km
S108,Within 100km,S96,79.87 km
S108,Within 100km,S98,55.12 km
S108,Within 100km,S99,56.68 km
S108,Within 50km,S100,41.64 km
S108,Within 50km,S102,35.56 km
S108,Within 50km,S104,38.82 km
S108,Within 50km,S107,39.51 km
S108,Within 50km,S109,20.70 km
S108,Within 50km,S111,29.33 km
S108,Within 50km,S114,23.46 km
S108,Within 50km,S116,35.63 km
S109,Within +/- 100m Elevation,S100,10.00 m
S109,Within +/- 100m Elevation,S101,47.00 m
